Genus,Species,tmax_metric,tmax_acc,tmax_acc_days,tmax_acc_type,tmax_col_time_if_field_fresh,tmax,lat_max,long_max,no_NicheMapR_data,altitude,Phylum,Class,Order,Family,Realm,REF_max,citation_details_or_paper_in_which_data_were_compiled,notes.2017,NM_1cm_airshade,NM_2m_airshade,NM_exposed_bodytemp,NM_exposed_air,NM_exposed_body_wet,NM_shade_body_wet,NMGHCND_2m_airshade,NMGHCND_exposed_Te,NMGHCND_exposed_Te_wet,NMGHCND_2m_airshade95,NMGHCND_exposed_Te95,NMGHCND_exposed_Te_wet95,NMGHCND_shade_Te_wet,NMGHCND_shade_Te_wet95
Eucidaris,tribuloides,crit,24,90,field_fresh,,36,-7.89,-14.38,,0,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiostigma,abnorme,crit,24,90,field_fresh,,35.6,-7.89,-14.38,,0,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Marine,Morley_et_al2016,Journal_of_the_Marine_Biological_Association_of_the_United_Kingdom_2016_96(1)_159_165,added acclimation; some more species from antarctica could be added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crangon,crangon,crit,24,14,lab,,33.8,38,-9,,0,Arthropoda,Malacostraca,Decapoda,Crangonidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentrarchus,labrax,crit,24,14,lab,,33.3,38,-9,,0,Chordata,Actinopterygii,Perciformes,Moronidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplodus,bellottii,crit,24,14,lab,,27.38,38,-9,,0,Chordata,Actinopterygii,Spariformes,Sparidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplodus,sargus,crit,24,14,lab,,33.8,38,-9,,0,Chordata,Actinopterygii,Spariformes,Sparidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diplodus,vulgaris,crit,24,14,lab,,31.1,38,-9,,0,Chordata,Actinopterygii,Spariformes,Sparidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobius,niger,crit,24,14,lab,,34.1,38,-9,,0,Chordata,Actinopterygii,Perciformes,Gobiidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liocarcinus,marmoreus,crit,24,14,lab,,32.2,38,-9,,0,Arthropoda,Malacostraca,Decapoda,Polybiidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lipophrys,trigloides,crit,24,14,lab,,33.8,38,-9,,0,Chordata,Actinopterygii,Perciformes,Blenniidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liza,ramada,crit,24,14,lab,,38,38,-9,,0,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palaemon,longirostris,crit,24,14,lab,,34.4,38,-9,,0,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pegusa,lascaris,crit,24,14,lab,,32.9,38,-9,,0,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Marine,Madeira_et_al2012,Journal_of_Sea_Research_70_(2012)_32_41,added acclimation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psammodromus,algirus,crit,35,NA,,,43.5,40.6,-5.9,,NA,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Bauwens_et_al._1995,Sunday_et_al_PRSB_2011,,30.4000721,28.9710083,57.5254631,44.6704483,31.22621918,17.62123489,37.98757935,64.458992,34.4597702,24.98230133,48.98846512,25.90301428,25.58764076,17.45735731
Psammodromus,hispanicus,crit,35,NA,,,45.5,40.4,-4.3,,NA,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Bauwens_et_al._1995,Sunday_et_al_PRSB_2011,,32.99341202,31.15795898,61.68130493,48.43754959,32.71411133,18.91967392,39.8404541,68.19936371,35.49681473,27.18054199,52.20418472,28.06921463,26.50676918,18.87444372
Podarcis,muralis,crit,35,NA,,,44.21,40.7,-4.1,,NA,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Bauwens_et_al._1995,Sunday_et_al_PRSB_2011,,27.72038269,26.10559082,56.95155334,42.76466751,30.60346222,15.63796043,35.10217285,63.01441574,33.54153442,22.80189209,47.5809,24.35391092,24.47990417,16.10919113
Proformica,ferreri,crit,20,NA,,,50.4,37.2,-3.6,,900,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Fernandez_Escudero1998,Sunday_et_al_PNAS_2014,,34.04240036,32.87542725,57.52659225,46.30238342,31.39311981,20.10860634,40.11859131,63.15627289,34.10132217,28.08117676,49.77755489,27.09239073,26.40744781,19.28663282
Proformica,longiseta,crit,20,NA,,,51.1,37.2,-3.6,,2400,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Fernandez_Escudero1998,Sunday_et_al_PNAS_2014,,34.04240036,32.87542725,57.52659225,46.30238342,31.39311981,20.10860634,40.11859131,63.15627289,34.10132217,28.08117676,49.77755489,27.09239073,26.40744781,19.28663282
Aphanenogaster,senilis,crit,20,NA,,,46,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Camponotus,cruentatus,crit,20,NA,,,48,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Camponotus,slyvaticus,crit,20,NA,,,46,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Cataglyphis,cursor,crit,20,NA,,,50,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Messor,bouvieri,crit,20,NA,,,44,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Messor,capitatus,crit,20,NA,,,44,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Pheidole,pallldula,crit,20,NA,,,40,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Plagiolepis,pygmaea,crit,20,NA,,,40,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Tetromorium,nigerrimum,crit,20,NA,,,42,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Tetromorium,semilaeve,crit,20,NA,,,40,41.296,2.09,,50,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Cerda_2002,Sunday_et_al_PNAS_2014,,29.42961121,27.80371094,54.73475647,42.82810593,33.2775383,21.5073204,36.07580566,58.78019714,36.45199203,25.37162323,46.81210957,28.97890263,29.34706116,21.18019199
Lacerta,agilis,crit,35,NA,,,43.9,51.8,5.9,,NA,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Bauwens_et_al._1995,Sunday_et_al_PRSB_2011,,23.41725349,22.71795654,38.05417252,31.05162239,23.46836853,17.21657181,35.26403809,48.40366364,33.65659332,20.46276855,33.10998936,21.5850214,28.41605949,16.72496758
Onymacris,bicolor,crit,35,NA,,,49,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Onymacris,marginipennis,crit,35,NA,,,47.4,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Onymacris,plana,crit,35,NA,,,48.9,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Onymacris,rugatipennis,crit,35,NA,,,50.5,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Onymacris,unguicularis,crit,35,NA,,,50.4,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Physadesmia,globosa,crit,35,NA,,,50.8,-23.621981,15.216622,,NA,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Roberts_et_al_1991,Sunday_et_al_PRSB_2011,,34.5777359,32.50018311,66.29072571,52.44927979,35.57118988,22.2287159,42.65283203,72.66516113,37.26869583,31.07223663,61.39835415,33.30639553,30.85585403,22.36035814
Agroeca,proxima,crit,15,NA,,,37.4,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Liocranidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Clubiona,similis,crit,15,NA,,,42,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Clubionidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Clubiona,trivialis,crit,15,NA,,,41.4,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Clubionidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Dipoena,inornata,crit,15,NA,,,43.2,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Theridiidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Oedothorax,apicatus,crit,15,NA,,,40.4,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Linyphiidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Pardosa,nigriceps,crit,15,NA,,,39.7,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Lycosidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Philodromus,aureolus,crit,15,NA,,,42.1,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Philodromidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Scotina,gracilipes,crit,15,NA,,,41.4,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Liocranidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Stemonyphantes,lineatus,crit,15,NA,,,40.5,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Linyphiidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Tibellus,oblongus,crit,15,NA,,,42.8,55.4,14.19,,3,Arthropoda,Arachnida,Araneae,Philodromidae,Terrestrial,Almquist_1970,Sunday_et_al_PRSB_2011,,21.45034218,20.69140625,37.31809998,29.06827927,22.77695847,16.03072166,30.1842041,45.40846252,31.55060005,18.83968353,33.00046921,21.01640301,25.12168884,15.80414557
Zootoca,vivipara,crit,NA,90,field_fresh,,43.9,49.88,17.5,,250,Chordata,Reptilia,Squamata,Lacertidae,Terrestrial,Gvozdik_and_Castilla_2001,Sunday_et_al_PRSB_2011,Specimens were field fresh from the summer; no field temperature data given; therefore removed acc data,22.60434723,21.70288086,40.42951584,31.89668083,23.47011566,15.94836521,31.79031372,48.63318634,32.1259079,19.79388428,35.10716801,21.70737009,24.99978065,15.89238849
Gonocephalum,simplex,crit,NA,NA,field_fresh,summer,49.5,-32.919,18.226,,0,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Terrestrial,Klok_2004,Sunday_et_al_PNAS_2014,samples were field fresh but no field temps given,29.29813576,28.07385254,52.37306213,40.55287933,32.17661285,20.31708336,37.54415894,60.30082703,36.74239731,26.91711426,47.62987843,29.08993511,29.61033058,21.19147816
Linepithema,humile,crit,25,NA,,,40,-33.848371,18.859043,,136,Arthropoda,Insecta,Hymenoptera,Formicidae,Terrestrial,Jumbam_et_al_2008b,Sunday_et_al_PRSB_2011,I think this is outside of native range,28.67818069,27.58172607,51.3521347,39.8429451,31.15247726,19.30952263,37.14416504,59.10002518,36.25066376,25.88830566,46.392626,27.40749102,28.12657928,19.81955214
Chirodica,chalcoptera,crit,19,14,,,41,-33.6,19,,350,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Terrestrial,Terblanche_et_al_2005,Sunday_et_al_PRSB_2011,,30.80046844,29.44888306,55.25621414,42.97881317,32.34001923,20.15643692,38.94415283,62.58198547,36.7455101,27.34325104,49.7150095,28.82674704,29.05358124,20.45591307
Bullia,rhodostoma,leth,17.5,90,field_fresh,,34.7,-33.9,25.6,,0,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Marine,Ansell_&_McLachlan_1980,Journal_of_Experimental_Marine_Biology_and_Ecology_48(3):243-251,added acclimation as midpoint of environmental range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donax,serra,leth,17.5,90,field_fresh,,33,-33.9,25.6,,0,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,Ansell_&_McLachlan_1980,Journal_of_Experimental_Marine_Biology_and_Ecology_48(3):243-251,added acclimation as midpoint of environmental range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donax,sordidus,leth,17.5,90,field_fresh,,35,-33.9,25.6,,0,Mollusca,Bivalvia,Veneroida,Donacidae,Marine,Ansell_&_McLachlan_1980,Journal_of_Experimental_Marine_Biology_and_Ecology_48(3):243-251,added acclimation as midpoint of environmental range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hodotermes,mossambicus,crit,35,15,,,48,-28,28,,NA,Arthropoda,Insecta,Isoptera,Hodotermitidae,Terrestrial,Mitchell_et._al._1993,Sunday_et_al_PRSB_2011,added acclimation data,29.09239197,27.44195557,58.76876068,45.40403366,32.3153801,19.06432915,34.5541687,62.90872574,34.49526596,25.37424011,52.81258049,28.92408829,25.68301582,18.82098465
Hemachatus,haemachatus,crit,25,NA,,,43.1,-26.14,28.25,,1600,Chordata,Reptilia,Squamata,Elapidae,Terrestrial,Alexander_1999,Sunday_et_al_PNAS_2014,,28.14628029,26.42715454,56.41591263,43.52295685,31.84737015,19.10608673,33.75354004,60.18654633,34.56569672,25.28607178,51.86420345,28.86215258,25.71279907,19.16752691
Imbrasia,belina,crit,30,NA,,,43.1,-28,28.8,,NA,Arthropoda,Insecta,Lepidoptera,Saturniidae,Terrestrial,Frears_et_al_1997,Sunday_et_al_PRSB_2011,,28.41689682,26.83666992,58.11362076,44.72599792,32.14880753,18.83530998,35.42694092,62.90605545,35.46875381,24.76367188,52.17609749,28.60127163,26.31025696,18.47491741
Platysaurus,intermedius_wilhelmi,crit,25,NA,,,44.8,-24.58,31.18,,640,Chordata,Reptilia,Squamata,Cordylidae,Terrestrial,Lailvaux_2003,Sunday_et_al_PNAS_2014,,33.99742508,31.61199951,63.49303055,50.92922974,36.01269531,24.1138649,40.31710815,68.17368317,38.48431778,30.40313721,58.94308147,34.1382534,32.34803009,24.34959307
Laudakia,stellio,crit,30,NA,,,44.6,30.8,34.5,,170,Chordata,Reptilia,Squamata,Agamidae,Terrestrial,Hertz_et_al._1983,Sunday_et_al_PRSB_2011,,34.54727173,32.71749878,62.12945175,49.42279816,34.37249756,22.30174828,43.66192627,69.50868988,36.56012726,30.31567383,56.39211655,30.97373819,30.23277283,21.94846449
Trapelus,savignyi,crit,30,12,,,47.2,31.1,34.8,,330,Chordata,Reptilia,Squamata,Agamidae,Terrestrial,Hertz_et_al._1983,Sunday_et_al_PRSB_2011,Acclimation data add. Citation is: Hertz P.E. R.B. Huey and E. Nevo. 1983. Homage to Santa Anita: Thermal Sensitivity of Sprint Speed in Agamid Lizards. Evolution; 37: 1075-1084.,34.59440231,32.82012939,61.25446701,49.03572083,34.74157333,23.19183922,43.96191406,69.75126648,36.92538452,30.66192627,56.17253056,31.65202837,31.32042122,22.85532904
Chamaeleo,ellioti,crit,30.3,90,field_fresh,,41.8,0.210382,35.1,,1800,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,27.54253006,27.11010742,48.93707275,38.689888,27.58344078,17.59302902,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo,bitaeniatus,crit,28.6,90,field_fresh,,42.1,1.226387,36.26,,2000,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,35.47634506,34.61578369,58.55242157,47.88367462,32.73636246,23.7328949,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo,hohnelii,crit,30.1,90,field_fresh,,40.8,-1.274359,36.8,,1700,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,26.72202873,25.99478149,46.91698074,36.90167618,26.9012394,17.38418961,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo,jacksonii,crit,29.2,90,field_fresh,,41,-1.274359,36.8,,1700,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,26.72202873,25.99478149,46.91698074,36.90167618,26.9012394,17.38418961,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo,schubotzi,crit,19.1,90,field_fresh,,41.6,-0.154284,37.3,,3300,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,16.24791145,15.4977417,38.87286377,27.68185997,18.48176003,9.204763412,NA,NA,NA,NA,NA,NA,NA,NA
Myro,kerguelenensis,crit,15,7,,,35.4,-46.9,37.7,Marion,99,Arthropoda,Arachnida,Araneae,Desidae,Terrestrial,Jumbam_et_al_2008,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectemnorhinus,marioni,crit,15,7,,,38.2,-46.8,37.7,Marion,600,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,acclimation data added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectemnorhinus,similis,crit,15,7,,,39.3,-46.8,37.7,Marion,600,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,acclimation data added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palirhoeus,eatoni,crit,15,7,,,36.5,-46.8,37.7,Marion,5,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,acclimation data added,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothrometopus,parvulus,crit,15,7,,,36.3,-46.8,37.7,Marion,0,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,van_der_Merwe_et_al_1997,Sunday_et_al_PRSB_2011,original ciation was: van der Merwe; M.; S.L. Chown; and V.R. Smith. Thermal tolerance limits in six weevil species (Coleoptera; Curculionidae) from sub-Antarctic Marion Island. Polar Biol (1997) 18: 331-336.  BUT JS replaced with better data from: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothrometopus,randi,crit,15,7,,,37.7,-46.9,37.7,Marion,0,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,van_der_Merwe_et_al_1997,Sunday_et_al_PRSB_2011,original ciation was: van der Merwe; M.; S.L. Chown; and V.R. Smith. Thermal tolerance limits in six weevil species (Coleoptera; Curculionidae) from sub-Antarctic Marion Island. Polar Biol (1997) 18: 331-336.  BUT JS replaced with better data from: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paractora,dreuxi,crit,10,NA,,,35.5,-46.9,37.8,Marion,99,Arthropoda,Insecta,Diptera,Helcomyzidae,Terrestrial,Klok_and_Chown_2001,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothrometopus,elongatus,crit,15,7,,,37.6,-46.9,37.8,Marion,150,Arthropoda,Insecta,Coleoptera,Curculionidae,Terrestrial,Klok_and_Chown_2003,Sunday_et_al_PRSB_2011,original ciation was: van der Merwe; M.; S.L. Chown; and V.R. Smith. Thermal tolerance limits in six weevil species (Coleoptera; Curculionidae) from sub-Antarctic Marion Island. Polar Biol (1997) 18: 331-336.  BUT JS replaced with better data from: Klok CJ and Chown SL. Biological Journal of the Linnean Society 2003 78 401_414.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antarctopsocus,jeanneli,crit,5.7,90,field_fresh,,29.5,-46.9,37.8,Marion,99,Arthropoda,Insecta,Psocoptera,Elipsocidae,Terrestrial,Slabber_and_Chown_2004,Sunday_et_al_PRSB_2011,"checked data; field fresh is better for tmax. Season of collection not reported; therefore used mean annual temp around which there is """"""""little variation"""""""" as given in the methods.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halmaeusa,atriceps,crit,20,7,,,32.3,-46.9,37.8,Marion,99,Arthropoda,Insecta,Coleoptera,Staphylinidae,Terrestrial,Slabber_and_Chown_2005,Sunday_et_al_PRSB_2011,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaeleo,dilepis,crit,31.7,90,field_fresh,,43.6,-2.413422,37.9,,800,Chordata,Reptilia,Squamata,Chamaeleonidae,Terrestrial,Bennett_2004,Sunday_et_al_PRSB_2011,considered field_fresh and field temp assumed from body temp assesments in field prior to experiment.,32.0377655,30.86569214,55.47854996,44.69832611,31.83461761,21.67343712,NA,NA,NA,NA,NA,NA,NA,NA
Halozetes,fulvus,leth,15,7,,,39.9,-46.9,37.9,Marion,0,Arthropoda,Arachnida,Acarina,Oribatidae,Terrestrial,Deere_et_al_2006,Sunday_et_al_PRSB_2011,p.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
